Real_Temp,Pred_Temp,Error,Abs_Error
22593.821568670417,22680.089090384965,-86.26752171454791,86.26752171454791
2927.0002962848403,3577.0909130357195,-650.0906167508792,650.0906167508792
7541.099897210852,4705.890489184165,2835.209408026687,2835.209408026687
3468.906853654205,4486.76938581857,-1017.8625321643653,1017.8625321643653
8566.459428182321,9812.648619409876,-1246.189191227555,1246.189191227555
7385.103212988658,5740.058351785003,1645.0448612036553,1645.0448612036553
5811.4839403268425,6696.279608633956,-884.7956683071134,884.7956683071134
12469.726650284283,12027.848676439098,441.8779738451849,441.8779738451849
3514.540516537663,2740.1166696601795,774.4238468774834,774.4238468774834
15020.470409544698,13730.324546211974,1290.1458633327238,1290.1458633327238
15030.42297595398,13726.690782934696,1303.732193019283,1303.732193019283
3918.9688260663343,7008.408356243392,-3089.4395301770573,3089.4395301770573
27521.38144228824,26866.900953932585,654.4804883556535,654.4804883556535
27491.34645260905,26866.81591870314,624.5305339059087,624.5305339059087
27967.66144582767,28224.01884715051,-256.357401322839,256.357401322839
25014.23536538512,26248.456785395734,-1234.2214200106137,1234.2214200106137
14983.057034916466,13730.11096538416,1252.9460695323069,1252.9460695323069
25031.53164140025,26248.66146844154,-1217.1298270412917,1217.1298270412917
3884.7972406139806,7007.8156486287935,-3123.018408014813,3123.018408014813
25414.30599441595,22129.302274429603,3285.0037199863473,3285.0037199863473
5784.487491811251,6694.832341596704,-910.3448497854533,910.3448497854533
22585.99443510013,22678.6491057554,-92.65467065527264,92.65467065527264
24972.673323377327,26249.01204322189,-1276.3387198445635,1276.3387198445635
8517.033344067619,9815.823420441813,-1298.7900763741945,1298.7900763741945
2955.0490698875665,3572.720106621542,-617.6710367339756,617.6710367339756
2908.9053112542947,3574.6503131618683,-665.7450019075736,665.7450019075736
2842.8916555993164,5017.85441564184,-2174.9627600425238,2174.9627600425238
25364.78612030834,22129.577688984835,3235.2084313235064,3235.2084313235064
8578.83278985885,8899.49399890953,-320.66120905067874,320.66120905067874
27519.496419622923,26868.19454162122,651.3018780017046,651.3018780017046
15023.277967810523,13731.24871933456,1292.029248475963,1292.029248475963
4964.061857054726,4015.4667888376234,948.5950682171024,948.5950682171024
22554.81526981901,22679.13180477946,-124.31653496044964,124.31653496044964
10264.67768772168,10391.517954114019,-126.84026639233889,126.84026639233889
10317.7742386381,10388.463023446962,-70.68878480886269,70.68878480886269
6562.591621685544,7419.316913700261,-856.7252920147166,856.7252920147166
22640.502541288515,22682.36734168142,-41.864800392904726,41.864800392904726
3439.8806178162326,7346.829098296286,-3906.9484804800536,3906.9484804800536
8587.252624053881,8900.058278399607,-312.805654345726,312.805654345726
10284.698961945824,10388.450244669331,-103.75128272350776,103.75128272350776
3482.913533547304,2740.527217058476,742.386316488828,742.386316488828
10330.65998747134,10390.72841649731,-60.068429025970545,60.068429025970545
24994.194604798136,26248.709211049198,-1254.5146062510612,1254.5146062510612
14980.806629012488,13732.133511083228,1248.6731179292601,1248.6731179292601
5788.769114750748,6690.949072166452,-902.1799574157048,902.1799574157048
15023.398629349866,13727.344085226272,1296.0545441235936,1296.0545441235936
9628.22080590828,9683.461715487703,-55.240909579422805,55.240909579422805
9587.638032944777,9683.019998927892,-95.38196598311515,95.38196598311515
15016.888543390136,13731.644899190447,1285.2436441996888,1285.2436441996888
10276.929953106775,10387.948883869429,-111.01893076265333,111.01893076265333
3477.75813263924,2737.0153138019214,740.7428188373187,740.7428188373187
7374.061556326981,5738.040481429631,1636.0210748973504,1636.0210748973504
6509.1975557905225,7419.681178040877,-910.4836222503545,910.4836222503545
7500.178549124861,4708.486744555161,2791.6918045697003,2791.6918045697003
8512.606175957664,9816.24459671989,-1303.638420762225,1303.638420762225
27471.89447939077,26867.951244038675,603.9432353520933,603.9432353520933
25382.54424773179,22127.25665396457,3255.287593767218,3255.287593767218
14987.672115777534,13725.663857210588,1262.008258566946,1262.008258566946
24982.96274919662,26248.8741817798,-1265.9114325831797,1265.9114325831797
12473.199718306252,12032.63479134838,440.56492695787165,440.56492695787165
3522.5900483929627,2741.308134368377,781.2819140245856,781.2819140245856
8550.050076372288,8897.143274599106,-347.09319822681755,347.09319822681755
9989.222846679531,10167.739165086325,-178.5163184067933,178.5163184067933
7584.109813177932,4709.494736017646,2874.615077160286,2874.615077160286
5806.306504209014,6691.224645712973,-884.9181415039593,884.9181415039593
3937.1366939387976,7007.243176171261,-3070.106482232464,3070.106482232464
7561.789883494114,4709.811046212369,2851.9788372817457,2851.9788372817457
9929.197486761122,10167.306371330242,-238.10888456911925,238.10888456911925
2923.256810517708,3573.0603682350775,-649.8035577173696,649.8035577173696
24998.19081995968,26249.91678006919,-1251.7259601095102,1251.7259601095102
4897.291754840095,4018.9671845850507,878.3245702550439,878.3245702550439
6046.631277560694,5937.5131322947145,109.11814526597936,109.11814526597936
27476.30443499201,26866.522675861004,609.781759131005,609.781759131005
6491.439308386985,7422.858553713775,-931.4192453267897,931.4192453267897
2845.898752704132,7861.80507542204,-5015.906322717909,5015.906322717909
9956.238735550362,10166.00769626803,-209.76896071766896,209.76896071766896
6500.1494809750775,7422.411394495035,-922.2619135199575,922.2619135199575
4317.534265905345,4077.3057346392634,240.22853126608152,240.22853126608152
4238.82430741777,4073.9029762025793,164.92133121519055,164.92133121519055
22641.471075444053,22682.429666505748,-40.95859106169519,40.95859106169519
9985.973819046823,10166.562374582081,-180.5885555352579,180.5885555352579
2896.357311201763,3573.893507751457,-677.5361965496941,677.5361965496941
12124.52692305495,11361.63227040186,762.894652653089,762.894652653089
10274.638211687448,10388.468089175214,-113.82987748776577,113.82987748776577
2891.0751547963814,3575.0370333353876,-683.9618785390062,683.9618785390062
3145.5643427298896,6978.0310153738465,-3832.466672643957,3832.466672643957
7518.945065616684,4709.242837394498,2809.702228222186,2809.702228222186
12424.918660191894,12030.271914919602,394.6467452722918,394.6467452722918
3479.277355062287,2737.8359848046493,741.4413702576376,741.4413702576376
3549.315194904685,4485.956214261696,-936.6410193570109,936.6410193570109
9607.604869049528,9682.681929783763,-75.07706073423469,75.07706073423469
3916.613613491834,7002.425507330189,-3085.8118938383554,3085.8118938383554
12428.597803875617,12030.97333833459,397.62446554102644,397.62446554102644
3424.134208606245,7346.952574928582,-3922.818366322337,3922.818366322337
7575.545065897934,4708.308719829605,2867.236346068329,2867.236346068329
4287.666024064305,4077.66595761964,210.0000664446652,210.0000664446652
9938.230274996757,10167.280180268517,-229.0499052717605,229.0499052717605
4293.232149954749,4075.511508225376,217.7206417293728,217.7206417293728
9969.8160671959,10168.572870125132,-198.75680292923244,198.75680292923244
8553.481732116297,9817.464308440005,-1263.9825763237077,1263.9825763237077
2874.881539218159,3574.894479140792,-700.012939922633,700.012939922633
5834.976699377089,6693.860421726372,-858.8837223492828,858.8837223492828
25446.0823523032,22128.904694984038,3317.1776573191637,3317.1776573191637
12509.174094134512,12032.256948678081,476.9171454564312,476.9171454564312
5995.879155326469,5939.1786722540455,56.700483072423594,56.700483072423594
25371.67156561372,22130.827865339375,3240.843700274345,3240.843700274345
5264.445096291327,8298.078298330549,-3033.633202039222,3033.633202039222
3523.3700224726635,2739.182026988012,784.1879954846518,784.1879954846518
27532.70713920157,26866.612276615073,666.0948625864985,666.0948625864985
8537.114059998905,9819.734483640996,-1282.6204236420908,1282.6204236420908
3536.7368905754315,2739.671146316614,797.0657442588176,797.0657442588176
3496.4048869047883,2742.713646442935,753.6912404618533,753.6912404618533
24972.288713403494,26251.518937016917,-1279.2302236134237,1279.2302236134237
3503.22033874066,4484.099615425956,-980.8792766852957,980.8792766852957
8583.876872899857,8898.6480546006,-314.7711817007439,314.7711817007439
25033.689212790745,26250.334012392188,-1216.644799601443,1216.644799601443
6506.392447223969,7423.048889823475,-916.6564425995066,916.6564425995066
15040.7751413703,13728.326331190467,1312.4488101798343,1312.4488101798343
8518.964904807914,9816.119669855401,-1297.1547650474877,1297.1547650474877
2944.801066776992,3574.5594027446386,-629.7583359676469,629.7583359676469
9890.83084583004,10167.714669126422,-276.8838232963826,276.8838232963826
6522.987352867349,7419.77208251212,-896.7847296447708,896.7847296447708
3394.5169092653987,7344.194935632168,-3949.6780263667697,3949.6780263667697
7580.672464444846,4707.2528434719225,2873.4196209729234,2873.4196209729234
9937.970585826915,10165.266851756533,-227.29626592961722,227.29626592961722
7544.357437260543,4710.451607332735,2833.9058299278076,2833.9058299278076
7551.720467396224,4708.134977540132,2843.585489856092,2843.585489856092
5973.267626537678,5935.013291310195,38.25433522748244,38.25433522748244
25020.059682136376,26248.43298968352,-1228.3733075471428,1228.3733075471428
4334.366638619499,4073.2637188138915,261.1029198056076,261.1029198056076
12107.15853245105,11361.467434597316,745.6910978537344,745.6910978537344
9650.454657524817,9683.01970432607,-32.56504680125363,32.56504680125363
4266.187709020766,4076.0665492167964,190.12115980396993,190.12115980396993
9964.644559867127,10168.645010147167,-204.00045028004024,204.00045028004024
7375.567457425631,5741.2037522549945,1634.3637051706364,1634.3637051706364
7383.247694715101,5736.253984458618,1646.9937102564827,1646.9937102564827
3087.59947084936,6976.525380959583,-3888.9259101102234,3888.9259101102234
25431.214639499387,22131.61699105359,3299.597648445797,3299.597648445797
8541.195355142636,8902.312616400479,-361.117261257843,361.117261257843
25006.35239761401,26249.954204846406,-1243.6018072323968,1243.6018072323968
7313.717188692489,5735.569875007001,1578.1473136854875,1578.1473136854875
4977.929659601225,4018.5419262148207,959.3877333864039,959.3877333864039
22625.863115570453,22678.34308008672,-52.4799645162675,52.4799645162675
27547.04479024752,26865.037067303994,682.0077229435265,682.0077229435265
24982.45599843313,26250.39833648673,-1267.942338053599,1267.942338053599
6529.710106429497,7423.117844405566,-893.4077379760693,893.4077379760693
7589.59207038745,4707.25064294024,2882.3414274472098,2882.3414274472098
27544.092507267516,26868.47709402696,675.6154132405572,675.6154132405572
3101.014047069934,6974.9792094633285,-3873.9651623933946,3873.9651623933946
24990.85112515838,26252.534410780023,-1261.6832856216424,1261.6832856216424
25405.39448607372,22127.819528666572,3277.5749574071488,3277.5749574071488
